date,region,price,precipitation,temperature,rolling_avg
2024-12-01,Kitzbuehl,65.0,5.217471859425906,-8.267983567646432,65.0
2024-12-01,Saalbach,60.0,0.0011940578102542,-6.657648568024614,60.0
2024-12-01,Hochkar,59.5,10.27228469626029,4.932378213358872,59.5
2024-12-01,Obertauern,63.5,10.29956027440257,-1.3623630985201771,63.5
2024-12-02,Kitzbuehl,65.16666666666667,4.009885936219555,-9.032570605267214,65.08333333333334
2024-12-02,Saalbach,60.166666666666664,8.710926472036885,-2.2354240616029504,60.08333333333333
2024-12-02,Hochkar,50.5,18.999495667492393,-9.892920211979918,55.0
2024-12-02,Obertauern,65.0,7.718038479289014,-3.337301287457805,64.25
2024-12-03,Kitzbuehl,65.33333333333333,5.806209388945939,-6.687854844043075,65.16666666666667
2024-12-03,Saalbach,60.333333333333336,7.321133195402554,-7.615319080959107,60.166666666666664
2024-12-03,Hochkar,51.0,15.922283010639706,-2.8737291300029097,53.666666666666664
2024-12-03,Obertauern,68.5,0.4966822575731311,-9.900725539542044,65.66666666666667
2024-12-04,Saalbach,60.5,12.723453014553131,2.8881833438214386,60.25
2024-12-04,Hochkar,52.0,10.546593227505516,-7.788909594696825,53.25
2024-12-04,Obertauern,58.5,19.310428587482896,-3.655629970397507,63.875
2024-12-05,Saalbach,60.666666666666664,12.8655910194379,-9.67130555693933,60.333333333333336
2024-12-05,Hochkar,52.5,17.44292118064544,0.5903266539434071,53.1
2024-12-05,Obertauern,63.8,10.365924468106424,-3.085326660318625,63.86
2024-12-06,Kitzbuehl,65.83333333333333,2.6106243571202303,4.527558638457069,65.33333333333333
2024-12-06,Saalbach,60.833333333333336,19.631931513178895,-8.026211869208286,60.416666666666664
2024-12-06,Hochkar,61.5,4.780186530850969,0.100184311077621,54.5
2024-12-06,Obertauern,64.5,9.54456932712404,4.699908014544427,63.96666666666667
2024-12-07,Kitzbuehl,66.0,19.406525101851717,4.151270734410923,65.46666666666667
2024-12-07,Saalbach,61.0,10.671301156045976,-5.586533091570004,60.5
2024-12-07,Hochkar,58.7,18.774564191380488,3.502422874458656,55.1
2024-12-07,Obertauern,67.8,3.81881974495881,-8.4976016661453,64.51428571428572
2024-12-08,Kitzbuehl,66.16666666666667,4.8099041265610865,-6.536672418222555,65.58333333333333
2024-12-08,Saalbach,61.166666666666664,16.102524738452,-0.27031588917567,60.66666666666667
2024-12-08,Hochkar,60.5,19.47415020397185,-1.0962034776016143,55.24285714285714
2024-12-09,Saalbach,61.333333333333336,19.891524383832355,-7.8727070160665455,60.83333333333333
2024-12-09,Hochkar,48.5,19.650439253175684,0.1484641176916259,54.957142857142856
2024-12-09,Obertauern,59.8,16.614501292820066,-9.740384389772975,63.98571428571428
2024-12-10,Kitzbuehl,66.5,16.097971070345046,0.6707868182837657,65.71428571428571
2024-12-10,Saalbach,61.5,2.8411181855044076,-8.50453530240647,61.0
2024-12-10,Hochkar,47.2,13.391351908185172,-0.8368679666886916,54.41428571428571
2024-12-10,Obertauern,68.9,0.7866591398030431,-3.911338989322564,64.54285714285714
2024-12-11,Kitzbuehl,66.66666666666667,19.634823121445024,-2.550553631654658,65.95238095238095
2024-12-11,Saalbach,61.666666666666664,10.268474694381563,0.4892544211080132,61.16666666666667
2024-12-11,Hochkar,51.5,16.863165057204743,2.3175490544098043,54.34285714285714
2024-12-11,Obertauern,66.2,6.04454901469569,3.569161847774108,64.21428571428571
2024-12-12,Kitzbuehl,66.83333333333333,11.103160240588164,-7.259098272830877,66.19047619047619
2024-12-12,Hochkar,49.5,16.95291280149851,1.5717761371857095,53.91428571428571
2024-12-12,Obertauern,68.0,1.638591090714605,-4.198787715205949,65.57142857142857
2024-12-13,Kitzbuehl,67.0,13.828440088516292,-6.991298124919467,66.42857142857143
2024-12-13,Saalbach,62.0,12.81360288739631,4.680126226226882,61.357142857142854
